mssv,namsinh,gioitinh,hieusotuoi,khoahoc,lopsh,hedt,dien_tt,loaitruong,khuvuc,xeploai_diemtt,avxl
D39EBBA2XPvAibaEXe/PGAaNNWvbUH5UcB2OERFM,1995.0,1.0,0.0,8.0,MMTT2013,CQUI,0,THPT,Khu vực 1,3,ENG01
C47110EFXPvAibaEXe/PGAaNNWvbUF95KJJbQ6Bs,1995.0,1.0,0.0,8.0,ANTT2013,CQUI,0,THPT,Khu vực 1,2,ENG01
479E77A5XPvAibaEXe/PGAaNNWvbUNSidEr/n3m6,1995.0,1.0,0.0,8.0,KHMT2013,CQUI,0,THPT,Khu vực 2,3,ENG01
8219EA1DXPvAibaEXe/PGAaNNWvbUAwbuGIAPcg8,1995.0,1.0,0.0,8.0,ANTT2013,CQUI,0,THPT,Khu vực 2,3,ENG01
5B6EEE16XPvAibaEXe/PGAaNNWvbUKB+697ALtA7,1995.0,1.0,0.0,8.0,KHTN2013,CNTN,0,Chuyên,Khu vực 2,3,ENG01
4BF55C16XPvAibaEXe/PGAaNNWvbULYXtWNJnzcF,1994.0,1.0,-1.0,8.0,KHMT2013,CQUI,0,THPT,Khu vực 2,4,ENG01
D8B81312XPvAibaEXe/PGAaNNWvbUIfmRv3bR2wn,1995.0,1.0,0.0,8.0,TMĐT2013,CQUI,0,THCS&THPT,Khu vực 3,3,ENG01
A0E35B97XPvAibaEXe/PGAaNNWvbUGQEBTzIPKBn,1994.0,1.0,-1.0,8.0,KHMT2013,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
5E0FC4EBXPvAibaEXe/PGAaNNWvbUCzKilEFlh7i,1994.0,1.0,-1.0,8.0,MMTT2013,CQUI,0,THPT,Khu vực 1,4,ENG01
2D110B13XPvAibaEXe+lo6eJkHWaQQMgTsF0se6I,1995.0,1.0,0.0,8.0,KHMT2013,CQUI,0,GDTX,Khu vực 1,4,ENG01
8688239BXPvAibaEXe+lo6eJkHWaQdxLz0hNOYmX,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 3,3,ENG01
D06A6062XPvAibaEXe+lo6eJkHWaQfW61NRig7M4,1995.0,1.0,0.0,8.0,CNTT2013,CQUI,0,THPT,Khu vực 2 NT,4,ENG01
8DD54882XPvAibaEXe+lo6eJkHWaQfUDaN2PBVrw,1995.0,1.0,0.0,8.0,PMCL2013,CLC,0,THPT,Khu vực 3,3,ENG01
553F83D0XPvAibaEXe+lo6eJkHWaQXmbzaKicEyV,1995.0,1.0,0.0,8.0,MMTT2013,CQUI,0,Chuyên,Khu vực 3,2,ENG01
F257BE3EXPvAibaEXe+lo6eJkHWaQX9v5OomNEKz,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 2,3,ENG01
4D3A7564XPvAibaEXe+lo6eJkHWaQXS675WWbm48,1995.0,1.0,0.0,8.0,KTMT2013,CQUI,0,Chuyên,Khu vực 2 NT,2,ENG01
51BD86DFXPvAibaEXe+lo6eJkHWaQbDd3aiNSKaR,1995.0,1.0,0.0,8.0,MMTT0001,CQUI,0,THPT,Khu vực 1,4,ENG01
C83A25DCXPvAibaEXe9X5bpEKoa0mpWrB2A9Cxkr,1995.0,1.0,0.0,8.0,KHMT0001,CQUI,0,THPT,Khu vực 1,3,ENG01
A2A984F7XPvAibaEXe9X5bpEKoa0mp7uV1IrtAed,1995.0,1.0,0.0,8.0,MMTT0001,CQUI,0,THPT,Khu vực 2 NT,4,ENG01
91C557BBXPvAibaEXe9X5bpEKoa0mhzvi3xnxIFE,1995.0,1.0,0.0,8.0,CTTT2013,CTTT,0,THPT,Khu vực 3,3,ENG04
0E631785XPvAibaEXe9X5bpEKoa0mgPWtTwg2Rv7,1995.0,1.0,0.0,8.0,PMCL2013,CLC,0,THPT,Khu vực 3,3,ENG01
85FA5549XPvAibaEXe9X5bpEKoa0msFO9rQKADMb,1995.0,0.0,0.0,8.0,MMTT2013,CQUI,0,THPT,Khu vực 2,3,ENG01
5032DD33XPvAibaEXe9X5bpEKoa0mil88XvSiR4r,1995.0,0.0,0.0,8.0,TMĐT2013,CQUI,0,THPT,Khu vực 2,4,ENG01
9A277123XPvAibaEXe9X5bpEKoa0mmVF3uzIq5Oi,1995.0,1.0,0.0,8.0,MMTT2013,CQUI,0,THPT,Khu vực 1,4,ENG01
DA4648BAXPvAibaEXe8CKeIX0ksEeHU30caAK2WT,1995.0,1.0,0.0,8.0,KTMT0001,CQUI,0,THPT,Khu vực 2 NT,4,ENG01
4BBC8929XPvAibaEXe8CKeIX0ksEeC2D6tQZpWFy,1995.0,0.0,0.0,8.0,MMTT0001,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
0DF7E48FXPvAibaEXe8CKeIX0ksEeL2w5FD8Xm6m,1995.0,0.0,0.0,8.0,HTTT0001,CQUI,0,THPT,Khu vực 2 NT,4,ENG01
0D5F945EXPvAibaEXe8CKeIX0ksEeMKbwIdrC9sO,1995.0,0.0,0.0,8.0,CNTT2013,CQUI,0,THPT,Khu vực 2 NT,4,ENG01
93A9CF9CXPvAibaEXe8CKeIX0ksEeBrXPslhxsvc,1995.0,1.0,0.0,8.0,MMTT2013,CQUI,0,THPT,Khu vực 2,3,ENG01
E4B6DF8FXPvAibaEXe8CKeIX0ksEeOVNfnmEXxAN,1995.0,1.0,0.0,8.0,HTTT0001,CQUI,0,THPT,Khu vực 1,4,ENG01
1AD297DDXPvAibaEXe8CKeIX0ksEeAeGfbwnr/en,1994.0,1.0,-1.0,8.0,KHMT0001,CQUI,0,THPT,Khu vực 2 NT,4,ENG01
6ECC84E3XPvAibaEXe80gGmWuNekTx6pALIDxBTb,1995.0,1.0,0.0,8.0,MMTT2013,CQUI,0,Chuyên,Khu vực 2,3,ENG01
D3602269XPvAibaEXe80gGmWuNekT3Wj11uigulq,1995.0,1.0,0.0,8.0,HTTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
302C659FXPvAibaEXe80gGmWuNekT9HQE57P7S6C,1995.0,1.0,0.0,8.0,KHTN2013,CNTN,0,THPT,Khu vực 2,2,ENG01
9060AE5FXPvAibaEXe80gGmWuNekT7ow9cjIQrPL,1995.0,1.0,0.0,8.0,KTMT2013,CQUI,0,THPT,Khu vực 2,3,ENG01
741BAEACXPvAibaEXe80gGmWuNekT1wC4lREx8CX,1995.0,1.0,0.0,8.0,CNTT2013,CQUI,0,THPT,Khu vực 2,4,ENG01
3509A991XPvAibaEXe80gGmWuNekT+evWuZt6lQJ,1995.0,1.0,0.0,8.0,CNTT0001,CQUI,0,THPT,Khu vực 1,4,ENG01
11F38B68XPvAibaEXe80gGmWuNekT2/+0d+ftnaD,1995.0,1.0,0.0,8.0,MMTT0001,CQUI,0,THPT,Khu vực 3,4,ENG01
740BF475XPvAibaEXe80gGmWuNekT0DMGoGib8Ko,1994.0,1.0,-1.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 2,3,ENG01
46187904XPvAibaEXe80gGmWuNekT+rbNOzGEoBh,1995.0,1.0,0.0,8.0,KTMT2013,CQUI,0,THPT,Khu vực 2,4,ENG01
8C0E9865XPvAibaEXe80gGmWuNekT1ErEJxTk1W6,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 2,3,ENG01
CB86CEE4XPvAibaEXe83EtiN4MI2njAKlLHQPQif,1995.0,0.0,0.0,8.0,MMTT0001,CQUI,0,THPT,Khu vực 2,4,ENG01
6D3A87A7XPvAibaEXe83EtiN4MI2nuc2Ln7/pp+p,1995.0,1.0,0.0,8.0,MMTT0001,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
3CB24347XPvAibaEXe83EtiN4MI2ntso94rp+aT8,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 3,3,ENG01
314A9EFDXPvAibaEXe83EtiN4MI2ntxuuYLz7OKp,1995.0,1.0,0.0,8.0,HTTT0001,CQUI,0,THPT,Khu vực 3,2,ENG01
CEC75FD2XPvAibaEXe83EtiN4MI2nirXiNqj+z66,1995.0,1.0,0.0,8.0,KHMT0001,CQUI,0,THCS&THPT,Khu vực 2,3,ENG01
E05F2DEAXPvAibaEXe83EtiN4MI2nrg4ZhF61JN+,1995.0,1.0,0.0,8.0,KHMT2013,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
694330BCXPvAibaEXe83EtiN4MI2ngvW488wCP/k,1995.0,1.0,0.0,8.0,CNTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
03B1BF87XPvAibaEXe83EtiN4MI2ns5qclkPljKC,1995.0,1.0,0.0,8.0,MMTT2013,CQUI,0,THPT,Khu vực 2,3,ENG01
6920B9AAXPvAibaEXe83EtiN4MI2ns6NZhlUAIhE,1995.0,1.0,0.0,8.0,MMTT0001,KSTN,0,Chuyên,Khu vực 1,3,ENG01
AB1F6AA8XPvAibaEXe83EtiN4MI2nszto21zu7z9,1995.0,1.0,0.0,8.0,HTTT0001,CQUI,0,THPT,Khu vực 2,4,ENG01
73FCD503XPvAibaEXe/YKAlYnC3m942m9zzkluOD,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THCS&THPT,Khu vực 2,3,ENG01
B8B283D5XPvAibaEXe/YKAlYnC3m91sqM4cV+tQd,1995.0,1.0,0.0,8.0,MMTT2013,CQUI,0,THPT,Khu vực 2,3,ENG01
2F237AA9XPvAibaEXe/YKAlYnC3m967dOM4WK2IJ,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 2,2,ENG01
F309234EXPvAibaEXe/YKAlYnC3m9+IBO6iZJ0Cn,1995.0,1.0,0.0,8.0,KHTN2013,CNTN,0,THPT,Khu vực 2,4,ENG01
81D2AB1FXPvAibaEXe/YKAlYnC3m9ztTf89k7OWJ,1995.0,1.0,0.0,8.0,KHMT2013,CQUI,0,THPT,Khu vực 2 NT,4,ENG01
5792EF1AXPvAibaEXe/YKAlYnC3m90v7yzvt+OYP,1995.0,1.0,0.0,8.0,TMĐT2013,CQUI,0,THPT,Khu vực 2,3,ENG01
001BB05EXPvAibaEXe/YKAlYnC3m92BzM+VhZyc0,1995.0,1.0,0.0,8.0,KHMT2013,CQUI,0,THPT,Khu vực 2,3,ENG01
4283E94DXPvAibaEXe/YKAlYnC3m95G1fYL7q9dG,1994.0,1.0,-1.0,8.0,MMTT2013,CQUI,0,THPT,Khu vực 3,4,ENG01
2D469F82XPvAibaEXe/YKAlYnC3m9yAnVuerKywR,1995.0,1.0,0.0,8.0,KTMT0001,CQUI,0,THPT,Khu vực 1,3,ENG01
85C41091XPvAibaEXe9iKIRwqei6/E3o02jlnmLt,1991.0,1.0,-4.0,8.0,MMTT2013,CQUI,0,GDTX,Khu vực 2,3,ENG01
29DAC8E5XPvAibaEXe9iKIRwqei6/AabAAzMbpha,1995.0,1.0,0.0,8.0,KHMT0001,CQUI,0,THPT,Khu vực 3,4,ENG01
42A0A8EEXPvAibaEXe9iKIRwqei6/H1ClHJwaL6I,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
08BC841DXPvAibaEXe9iKIRwqei6/L0WWlLQs16x,1995.0,1.0,0.0,8.0,KHMT2013,CQUI,0,THPT,Khu vực 3,4,ENG01
6AEF2EC0XPvAibaEXe86736b6Ol+/EwtIJHvLVRJ,1995.0,1.0,0.0,8.0,KTPM2013,CQUI,0,THPT,Khu vực 3,1,ENG01
F99CE6DEXPvAibaEXe86736b6Ol+/O3ZQU1AW1/C,1995.0,1.0,0.0,8.0,HTTT2013,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
E934BCD3XPvAibaEXe86736b6Ol+/MLJ5vOrqV8U,1994.0,1.0,-1.0,8.0,KHMT0001,CQUI,0,THPT,Khu vực 2,4,ENG01
7259E977XPvAibaEXe86736b6Ol+/PreEMY8ftS4,1995.0,1.0,0.0,8.0,CTTT2013,CTTT,0,THPT,Khu vực 3,3,ENG04
A7930FD4XPvAibaEXe86736b6Ol+/NWYAIVhPTcM,1995.0,1.0,0.0,8.0,CNTT2013,CQUI,0,THPT,Khu vực 2 NT,4,ENG01
33F840BEXPvAibaEXe86736b6Ol+/H7P3cx/tka4,1995.0,1.0,0.0,8.0,KTMT2013,CQUI,0,THPT,Khu vực 3,3,ENG01
7B2E75BDXPvAibaEXe86736b6Ol+/BCzp68OCKKb,1995.0,1.0,0.0,8.0,KTPM2013,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
678A7E53XPvAibaEXe86736b6Ol+/Jgt4POkxWzn,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,GDTX,Khu vực 1,2,ENG01
6F75613CXPvAibaEXe8/3iNqySORbxrmFjIeDct7,1995.0,1.0,0.0,8.0,ANTN2013,KSTN,0,THPT,Khu vực 2 NT,1,ENG01
5A122A3DXPvAibaEXe8/3iNqySORby1yTn00kxsc,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 2,3,ENG01
2156DAC0XPvAibaEXe8/3iNqySORb4spM8jAM1aj,1994.0,1.0,-1.0,8.0,KTPM2013,CQUI,0,THPT,Khu vực 2,2,ENG01
11D7FBB7XPvAibaEXe8/3iNqySORby7kyf2IzNeI,1995.0,1.0,0.0,8.0,KTMT0001,CQUI,0,Chuyên,Khu vực 2,4,ENG01
41EBF544XPvAibaEXe8/3iNqySORb+za0yWMmptx,1995.0,1.0,0.0,8.0,MMTT0001,CQUI,0,Chuyên,Khu vực 1,2,ENG01
9B47D5AEXPvAibaEXe8/3iNqySORb2yc7gdXyezc,1995.0,1.0,0.0,8.0,KTMT2013,CQUI,0,THPT,Khu vực 1,3,ENG01
FFDFD671XPvAibaEXe8/3iNqySORb8gPuwsQ8fwa,1986.0,1.0,-9.0,8.0,CTTT2013,CTTT,0,THPT,Khu vực 3,3,ENG04
E5E0D43FXPvAibaEXe8/3iNqySORb3L2iR3l7H2W,1995.0,1.0,0.0,8.0,CNTT2013,CQUI,0,GDTX,Khu vực 3,4,ENG01
1D719539XPvAibaEXe8/3iNqySORb0aV1QVzGOA5,1994.0,1.0,-1.0,8.0,KTPM0001,CLC,0,THPT,Khu vực 2,2,ENG01
809877DCXPvAibaEXe8/3iNqySORb/0vLoIti8Og,1994.0,1.0,-1.0,8.0,PMCL2013,CLC,0,THPT,Khu vực 3,2,ENG01
1A43FBA2XPvAibaEXe9lF2o7VejWNgmxmYTmCfqU,1995.0,1.0,0.0,8.0,KTMT0001,CQUI,0,THPT,Khu vực 1,4,ENG01
C02BE079XPvAibaEXe9lF2o7VejWNqKPnWIO0VRS,1995.0,1.0,0.0,8.0,KTMT0001,CQUI,0,THCS&THPT,Khu vực 1,4,ENG01
6941EDCFXPvAibaEXe9lF2o7VejWNigZWDBEXchf,1995.0,1.0,0.0,8.0,KHMT0001,CQUI,0,THPT,Khu vực 2 NT,4,ENG01
3622E58BXPvAibaEXe9lF2o7VejWNjkH+xdoXpbr,1995.0,1.0,0.0,8.0,KTMT2013,CQUI,0,THPT,Khu vực 3,3,ENG01
603115A9XPvAibaEXe9lF2o7VejWNmxlsu7sojKq,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 3,3,ENG01
A5889011XPvAibaEXe9lF2o7VejWNht67pu11G7v,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
9C8782A5XPvAibaEXe9lF2o7VejWNskIJ3b/KH8Y,1995.0,1.0,0.0,8.0,MMTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
B4DF0E0BXPvAibaEXe9lF2o7VejWNjZnP3XERPYN,1995.0,1.0,0.0,8.0,KTMT0001,CQUI,0,THPT,Khu vực 1,4,ENG01
17946C80XPvAibaEXe9lF2o7VejWNoJR7PTzcZwM,1994.0,1.0,-1.0,8.0,KHMT2013,CQUI,0,Chuyên,Khu vực 3,4,ENG01
A27E2507XPvAibaEXe+yU1j0ocViqQmevvgfIZi+,1995.0,1.0,0.0,8.0,HTTT2013,CQUI,0,THPT,Khu vực 3,3,ENG01
61886879XPvAibaEXe+yU1j0ocViqfTUK2EbVhjZ,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 2,3,ENG01
DEA3783EXPvAibaEXe+yU1j0ocViqZOr0fWYBAOj,1995.0,1.0,0.0,8.0,HTTT0001,CTTT,0,THPT,Khu vực 1,3,ENG04
AE78A5C2XPvAibaEXe+yU1j0ocViqV7UP2kSRFnX,1995.0,1.0,0.0,8.0,MMTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
CAF1C679XPvAibaEXe+yU1j0ocViqc3aOVuIyn2Y,1995.0,1.0,0.0,8.0,KTMT2013,CQUI,0,THPT,Khu vực 2,3,ENG01
9E398853XPvAibaEXe+yU1j0ocViqeu3f7/HMvAo,1995.0,1.0,0.0,8.0,MMTT2013,CQUI,0,THCS&THPT,Khu vực 3,3,ENG01
F94DE2CDXPvAibaEXe+yU1j0ocViqVVrG08BKChW,1995.0,1.0,0.0,8.0,CNTT0001,CQUI,0,GDTX,Khu vực 2 NT,4,ENG01
FA254441XPvAibaEXe+yU1j0ocViqeDyPSpZ8AwW,1995.0,1.0,0.0,8.0,KTPM2013,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
EB87A112XPvAibaEXe+yU1j0ocViqSbXKj24nkqQ,1995.0,1.0,0.0,8.0,KHMT2013,CQUI,0,THPT,Khu vực 2,3,ENG01
A4EEB45EXPvAibaEXe+wmtNhlfgIwjN3iuw7Uj8E,1995.0,1.0,0.0,8.0,KTMT0001,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
02C4644FXPvAibaEXe+wmtNhlfgIwhu0VSXU3tYN,1995.0,1.0,0.0,8.0,CNTT2013,CQUI,0,Chuyên,Khu vực 2 NT,3,ENG01
B3A50C98XPvAibaEXe+wmtNhlfgIwn75T0yboEDj,1995.0,1.0,0.0,8.0,MMTT2013,CQUI,0,THPT,Khu vực 2 NT,4,ENG01
C4B57B74XPvAibaEXe+wmtNhlfgIwrNTVgutCknX,1995.0,1.0,0.0,8.0,MMTT0001,CQUI,0,THPT,Khu vực 1,3,ENG01
EAFB8611XPvAibaEXe+wmtNhlfgIwhUtxuTJu+OP,1995.0,1.0,0.0,8.0,KHMT2013,CQUI,0,Chuyên,Khu vực 2,4,ENG01
EAD40691XPvAibaEXe+wmtNhlfgIwtb87cTjmzYb,1995.0,1.0,0.0,8.0,ANTT2013,CQUI,0,THCS&THPT,Khu vực 2,3,ENG01
6B2F14CCXPvAibaEXe+wmtNhlfgIwsa71h+ulLl3,1995.0,1.0,0.0,8.0,KHMT2013,CQUI,0,THPT,Khu vực 3,2,ENG01
66B24040XPvAibaEXe+wmtNhlfgIwn9iSiemRgPv,1995.0,1.0,0.0,8.0,HTTT0001,CQUI,0,THPT,Khu vực 1,4,ENG01
08890FF6XPvAibaEXe+wmtNhlfgIwlWvQAJnsgPn,1995.0,1.0,0.0,8.0,CTTT2013,CTTT,0,THPT,Khu vực 3,3,ENG04
177E1625XPvAibaEXe+wmtNhlfgIwqLKPQJCRQi5,1994.0,1.0,-1.0,8.0,KHMT2013,CQUI,0,THPT,Khu vực 1,4,ENG01
2974F9D5XPvAibaEXe+lwq621ApacRtRVVgBsUrf,1995.0,0.0,0.0,8.0,MMTT2013,CQUI,0,THPT,Khu vực 2 NT,4,ENG01
920A152EXPvAibaEXe+lwq621ApacfvQPvb0aqXR,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
12A9523FXPvAibaEXe+lwq621ApacfioDy2WOjEt,1995.0,0.0,0.0,8.0,TMĐT2013,CQUI,0,Chuyên,Khu vực 2,4,ENG01
E62A53DEXPvAibaEXe+lwq621ApacbErJD/pd6me,1994.0,1.0,-1.0,8.0,MMTT0001,CQUI,0,THPT,Khu vực 1,4,ENG01
2FB67786XPvAibaEXe+lwq621ApaceLppHx2sj6r,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 1,3,ENG01
0FC485B7XPvAibaEXe+lwq621ApacWNSIxSrdxsm,1995.0,1.0,0.0,8.0,KTPM2013,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
B3134F24XPvAibaEXe+lwq621ApacZLQAtrpniF4,1995.0,1.0,0.0,8.0,MMTT2013,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
45213E72XPvAibaEXe/lOccskaOiO/d9phcRuPc/,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
132730F3XPvAibaEXe/lOccskaOiO3EUCDXCyg9F,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 1,3,ENG01
A7480F67XPvAibaEXe/lOccskaOiO75Myb5P3LDQ,1995.0,1.0,0.0,8.0,KHMT2013,CQUI,0,THPT,Khu vực 1,4,ENG01
F751BE36XPvAibaEXe/lOccskaOiO+4LaUqrFAPR,1995.0,1.0,0.0,8.0,KHMT0001,CQUI,0,THPT,Khu vực 3,4,ENG01
91F785ABXPvAibaEXe/lOccskaOiO5y4GbVvuRQu,1995.0,1.0,0.0,8.0,HTTT0001,CTTT,0,Chuyên,Khu vực 3,4,ENG04
83B76C01XPvAibaEXe/lOccskaOiO2K46r7t4qnt,1994.0,1.0,-1.0,8.0,KHMT2013,CQUI,0,THPT,Khu vực 2,3,ENG01
C06D6804XPvAibaEXe/lOccskaOiOzn1wuEhQE1s,1995.0,1.0,0.0,8.0,CNTT2013,CQUI,0,THPT,Khu vực 3,3,ENG01
0EA8D3D2XPvAibaEXe/lOccskaOiOzxORymghVIL,1995.0,1.0,0.0,8.0,MMTT2013,CQUI,0,THPT,Khu vực 1,4,ENG01
979A928AXPvAibaEXe/lOccskaOiO+maJG9wgnrj,1995.0,1.0,0.0,8.0,KTPM2013,CQUI,0,THPT,Khu vực 2,3,ENG01
7A7166DAXPvAibaEXe83V/kFvw2bBZ0o/KVHZc30,1995.0,0.0,0.0,8.0,KHMT2013,CQUI,0,THPT,Khu vực 1,2,ENG01
29046716XPvAibaEXe83V/kFvw2bBR3WiVsBjF7n,1995.0,0.0,0.0,8.0,ANTT2013,CQUI,0,THPT,Khu vực 2 NT,4,ENG01
741A5568XPvAibaEXe83V/kFvw2bBX1pd9YZoFG+,1995.0,0.0,0.0,8.0,KTPM2013,CQUI,0,THPT,Khu vực 1,3,ENG01
2049E34DXPvAibaEXe83V/kFvw2bBSM6MmPn3kn9,1995.0,0.0,0.0,8.0,CNTT0001,CQUI,0,THPT,Khu vực 1,4,ENG01
B646C3C8XPvAibaEXe83V/kFvw2bBVmhVT6fEz4k,1995.0,0.0,0.0,8.0,CNTT2013,CQUI,0,THPT,Khu vực 1,4,ENG01
27C73C4CXPvAibaEXe83V/kFvw2bBek/NsGNfC2g,1994.0,1.0,-1.0,8.0,MMTT2013,CQUI,0,THPT,Khu vực 1,3,ENG01
80790C23XPvAibaEXe83V/kFvw2bBdHxAZUKwYd8,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 2,3,ENG01
9CAF3CDBXPvAibaEXe83V/kFvw2bBf/iNPsMd2JY,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
CAB6D6ADXPvAibaEXe+1j/AqdkpM27NZKKMnxryy,1995.0,0.0,0.0,8.0,MMTT2013,CQUI,0,THPT,Khu vực 2,3,ENG01
E95E7C6DXPvAibaEXe+1j/AqdkpM22DHf6P99fDJ,1994.0,1.0,-1.0,8.0,MMTT2013,CQUI,0,Chuyên,Khu vực 2,4,ENG01
2C9E3006XPvAibaEXe+1j/AqdkpM2yVDjmi0fdgL,1995.0,1.0,0.0,8.0,MMTT2013,CQUI,0,THPT,Khu vực 3,3,ENG01
50F45E0FXPvAibaEXe+1j/AqdkpM28+W/hgGnHN2,1995.0,1.0,0.0,8.0,KTPM2013,CQUI,0,THPT,Khu vực 2,2,ENG01
A09F2752XPvAibaEXe+1j/AqdkpM215N3VvHdQ2X,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
A92E401AXPvAibaEXe+1j/AqdkpM23n3Jq7Am/Ra,1995.0,1.0,0.0,8.0,MMTT2013,CQUI,0,GDTX,Khu vực 2 NT,4,ENG01
42EB4A9DXPvAibaEXe+1j/AqdkpM28LNL/Yx0GV5,1995.0,1.0,0.0,8.0,KHMT2013,CQUI,0,THPT,Khu vực 2 NT,4,ENG01
7420F19FXPvAibaEXe+1j/AqdkpM27otdGZsa+uT,1994.0,1.0,-1.0,8.0,KTPM0001,CLC,0,THPT,Khu vực 3,3,ENG01
632326BEXPvAibaEXe+1j/AqdkpM23xs0ljO7eLx,1994.0,0.0,-1.0,8.0,MMTT0001,CQUI,0,THPT,Khu vực 2,2,ENG01
781B05EDXPvAibaEXe+1j/AqdkpM28LyBjvxL6Wn,1995.0,1.0,0.0,8.0,PMCL2013,CLC,0,THPT,Khu vực 2,3,ENG01
52A13A56XPvAibaEXe8Y+/3uR2PkTBzKGlmHNdAe,1995.0,0.0,0.0,8.0,ANTN2013,KSTN,0,THPT,Khu vực 2,1,ENG01
6243A4C3XPvAibaEXe8Y+/3uR2PkTKXbgDAmBgVN,1995.0,1.0,0.0,8.0,PMCL2013,CLC,0,THPT,Khu vực 3,3,ENG01
70688BE9XPvAibaEXe8Y+/3uR2PkTP74QDoBlpRc,1995.0,1.0,0.0,8.0,KHMT2013,CQUI,0,GDTX,Khu vực 1,3,ENG01
FB623556XPvAibaEXe8Y+/3uR2PkTNbh/Fe4KQiS,1995.0,1.0,0.0,8.0,KHMT0001,CQUI,0,THPT,Khu vực 2,4,ENG01
8850B56AXPvAibaEXe8Y+/3uR2PkTM01dracEFoq,1995.0,1.0,0.0,8.0,KTPM2013,CQUI,0,THPT,Khu vực 2,2,ENG01
2C674C46XPvAibaEXe8Y+/3uR2PkTOGNxs8OFvnz,1995.0,1.0,0.0,8.0,MMTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
52F1243BXPvAibaEXe8Y+/3uR2PkTDwL/5Oa1YtB,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 1,3,ENG01
3F6744F0XPvAibaEXe8Y+/3uR2PkTISBbFDhrriN,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 2,3,ENG01
1D74C87FXPvAibaEXe8Y+/3uR2PkTKeFWIOEfKn0,1995.0,1.0,0.0,8.0,CNTT0001,CQUI,0,THPT,Khu vực 2 NT,4,ENG01
EB858A9EXPvAibaEXe+kwIr/VXjl06GMqaN1u5Lh,1995.0,1.0,0.0,8.0,KTPM2013,CQUI,0,Chuyên,Khu vực 1,3,ENG01
3E479342XPvAibaEXe+kwIr/VXjl01D1BeeuKZAN,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 1,2,ENG01
797D94BCXPvAibaEXe+kwIr/VXjl0xAMs344uRFm,1995.0,1.0,0.0,8.0,KHMT0001,CQUI,0,THPT,Khu vực 1,4,ENG01
E8100F85XPvAibaEXe+kwIr/VXjl06p43mqKWKpK,1995.0,1.0,0.0,8.0,KTPM0001,CQUI,0,THPT,Khu vực 1,3,ENG01
52B1CC2DXPvAibaEXe+kwIr/VXjl0w+FyuW1abQ7,1995.0,1.0,0.0,8.0,HTTT2013,CQUI,0,THPT,Khu vực 1,4,ENG01
15C33CC5XPvAibaEXe+kwIr/VXjl0wYohOP14Jzj,1995.0,1.0,0.0,8.0,HTTT2013,CQUI,0,THPT,Khu vực 2,4,ENG01
